mouseSpeed,mouseAngle,mouseTremors,mouseJitters,xVariance,yVariance,totalVariance,keyHoldDuration,keyHoldStd,clickIntervalAvg,scrollSpeedAvg,keyStrokeInterval,avgTimeSpentField,averageTimeInterval,backspaceCount,averageTimeSpent,Label
0.14722720990367400,1.154712466036350,7,0,5038.160000000000,11161.040000000000,127.2760778779740,10887.366666666700,13833.89127344710,5006.75,0.015442262908597400,528.9150627150630,8.4315,0.06160000000000000,7,56.468,0
0.0988210994391752,2.3411138087943300,10,0,511.25,6827.1875,85.66468058657550,10099.290322580600,13221.673434160400,5197.333333333330,0.015361478066517800,514.5139086403790,8.342000000000000,0.042800000000000000,7,55.825,0
0.0861651623781011,1.44822686924297,6,0,1184.56,10805.040000000000,109.49703192324400,10588.483870967700,13858.488603696000,5600.75,0.025782289448081500,498.80326617826600,8.613166666666670,0.0032,9,56.741,0
0.1675758564492430,1.576675751343720,8,0,1117.44,10896.16,109.6065691461970,10095.129032258100,13185.370404089100,4752,0.004318534895809870,481.13873910675400,8.172166666666670,0.043,10,54.8,0
0.0807514236484586,2.0543220818473400,8,0,5122,10806.16,126.20681439605400,10539.774193548400,13696.078924887700,5312.25,0.02484656488351970,521.2311433664370,8.410166666666670,0.0034000000000000000,7,55.523,0
0.12386331297016000,2.1327495505000300,8,0,1607.2,11042.24,112.46972926081000,10581.354838709700,13770.193405412900,4964,0.013219941335571900,627.2839285714290,8.547166666666670,0.0036,3,56.352,0
0.15861357772234000,1.6915023182125700,9,2.2682943326206700,1735.2,11041.76,113.0352157515520,11100.82142857140,13368.74634322680,4844,0.008865710708307540,495.7573565323570,8.194166666666670,0.025,7,54.864,0
0.0951602131352175,1.6468716409512100,9,0,4274.5600000000000,11071.76,123.8802647720770,9962,13084.456580232900,4644.5,0.01453814169960460,501.6037037037040,8.124,0.0036,8,53.804,0
0.1234242134277380,2.350079679200750,10,0,146.8,10953.36,105.3572968521880,10059.483870967700,13182.870613207800,4460,0.014215715515558100,487.6958874458870,8.144833333333330,0.023600000000000000,6,54.548,0
0.11340219327687600,1.689617220084130,8,4.47213595499958,3977.04,10805.040000000000,121.58157755186400,10247.258064516100,13382.918371078500,5110.75,0.038472338131844700,548.9274189261030,8.372,0.0036,6,55.302,0
0.1437290062027010,2.5226470768532100,12,0,3206.6400000000000,10922.960000000000,118.86799401016200,9991.677419354840,13080.312303628600,5293.25,0.014750605316514400,484.8728956228960,8.267333333333330,0.0032,7,54.658,0
0.134047567927062,1.8626147016616000,9,0,2864.4,10981.84,117.67004716579300,11517.703703703700,13470.274716918200,4897.75,0.013497442149591800,504.38907563025200,8.076333333333330,0.0030000000000000000,7,54.024,0
0.1265549673940300,1.7405989452302000,8,0.3479766797992310,3694.96,11013.040000000000,121.27654348636400,9984.806451612900,13421.524136851500,4935.5,0.013059146194262800,622.1776667776670,8.612166666666670,0.0036000000000000000,4,56.736,0
0.14081470265478800,1.3650927798968000,7,0,4348,10835.2,123.22012822587100,10243.064516129000,13390.912170947600,4733.5,0.026289908421506000,491.47420634920600,8.267166666666670,0.0030000000000000000,8,54.652,0
