MouseSpeed,ClickintervalAvg,scrollSpeedAvg,averageTypingSpeed,averageTimeSpent,keystrokes[0],keystrokes[1],keystrokes[2],label
0.08397774159,1914.5,0.7949227061,3.0925,0.01790000021,139,,,1
0.07934457956,4066,1.101064019,3.641333333,127.5341,316,356,246,1
0.1313684231,1480,0.5300563978,3.6635,0.01800000021,143,112,,1
0.02953340858,3440.5,1.058179388,3.475666667,127.5343,196,84,193,1
0.09927507009,4236,0.3836607473,4.2345,0.01820000023,251,418,255,1
0.02718345551,2168.166667,0.6998135554,3.26125,127.5344,7,146,335,1
0.1417248858,2983,0.0005966587112,2.99,0.01830000022,328,59,127,1
0.2364235295,2894.4,-0.04988990484,2.47875,17828.3215,104,25,129,1
0.08892213991,1645,0.7249717172,3.054,0.01850000021,54,48,,1
0.04420280344,2790.2,0.5299597572,3.97925,127.5345,642,707,979,1
0.02629330245,2443.5,0.4658005564,2.576,0.01870000023,146,424,,1
0.2842657824,2006,0.02891813137,2.953666667,17828.3217,53,6,67,1
0.04085567516,2603.666667,0.4658005564,2.576,0.01870000023,146,424,,1
0.09032875711,2418,0,2.485,0.01880000022,178,20,190,1
0.09032875711,2447.5,0,2.485,0.01880000022,178,20,190,1
0.1833271108,1543.5,0.04386965353,4.541666667,17828.3219,5,123,224,1
0.03831749813,3167,1.602124183,3.7815,0.01890000021,115,193,752,1
0.04254867968,1530.5,0.02842727115,1.9852,127.5346,116,43,189,1
0.01062322946,2520.2,0.8867344958,4.188666667,17828.3221,346,510,260,1
0.04546257212,2397,0.2743338237,2.7182,0.0191000002,207,39,109,1
0.002302768325,2809.8,0.6319276999,2.707666667,127.5347,327,965,458,1
0.002792129442,2717.166667,0.6319276999,2.707666667,127.5347,327,965,458,1
0.03895987714,1562.833333,0.2653237761,1.752,0.0192000002,378,159,93,1
0.08060058011,3735.25,-0.01942757087,4.978666667,17828.3222,143,1005,195,1
0.0005810575247,1639.25,0.2653237761,1.752,0.0192000002,378,159,93,1
0.03613220597,1635.625,3.878460208,2.354833333,127.5349,452,288,253,1
0.1025592538,1473.5,0.4028941695,2.323,0.01930000019,61,,,1
0.1354471107,3508,0.2543955807,4.339666667,17828.3224,22,141,3,1
0.02766563382,1146.8,1.508533715,2.488,127.5351,74,293,151,1
0.1760795054,1861,0.4024534399,3.442,0.01940000018,116,165,,1
0.01623573327,2623,-0.2085992672,2.548,0.0196000002,221,30,28,1
0.02281142136,1654,5.436887255,2.25625,127.5353,,,,1
0.7219470583,2094,-0.1614929979,2.9075,17828.3225,58,19,71,1
0.1896956889,1439,0.09738728496,2.5105,0.01970000023,50,136,101,1
0.07579891449,3331.5,0,2.913666667,127.5356,170,170,,1
0.006609712609,2540,0.09738728496,2.5105,0.01970000023,50,136,101,1
0.1126996676,1355,0,1.7735,0.01990000021,4,103,122,1
0.9732110593,3257,0.139898886,6.458,17828.3227,228,99,255,1
0.1566651159,4920,2.218259804,2.415,0.02000000024,23,72,8,1
0.02965325014,2054.5,1.183368976,3.027333333,127.5358,141,160,224,1
0.1366308257,1774,0.5673687107,1.7775,0.02020000026,11,62,73,1
0.3014647139,2613,0.6144912523,3.825,17828.3229,402,154,403,1
0.3317271411,1259,0.03138401233,2.1145,0.02030000025,162,5,,1
0.01038986781,2141,0.03138401233,2.1145,0.02030000025,162,5,,1
0.6735513128,3586.666667,-0.090729282,4.5315,17828.3231,155,205,78,1
0.09740812105,3388.666667,0.4636089405,4.032333333,127.536,261,1492,191,1
0.0507477564,2483,0.4348579759,2.6125,0.02040000024,82,183,11,1
0.01912701349,2635.5,0.4348579759,2.6125,0.02040000024,82,183,11,1
0.01912701349,1913.75,0.4348579759,2.6125,0.02040000024,82,183,11,1
0.1134940956,1522,0.0005356760231,2.329,0.02040000024,94,126,,1
0.07109555385,2060,0.7024094221,2.9405,127.5361,422,184,176,1
0.2742227824,2219,-0.1618707657,3.5085,17828.3232,48,48,35,1
0.08456317987,7451,0.293881478,5.4115,0.02060000023,207,4,1207,1
0.08456317987,5431,0.293881478,5.4115,0.02060000023,207,4,1207,1
0.04245819838,3049.25,1.589607129,3.4575,127.5362,182,228,172,1
0.159103688,2077,0.09382431629,1.947,0.02080000025,166,228,318,1
0.4223222854,1965.75,0.04599220744,4.403,17828.3234,246,427,628,1
0.02296287517,1797,0.979870734,3.413,127.5363,250,264,133,1
0.001987038856,1920,0.6082896795,1.921666667,0.02100000027,366,275,23,1
0.1218048024,2597,-0.006582080235,2.8216,17828.3235,61,1,93,1
0.1121270906,3465,1.28884076,2.948,127.5365,142,417,201,1
0.08253134961,1560,0.01347168998,1.8155,0.02120000026,52,143,14,1
0.4224563879,3435,-0.002214456602,4.394333333,17828.3237,707,1222,198,1
0.2597109912,2253,0,2.0355,0.02130000025,161,132,262,1
0.8476462172,2067.5,0,2.0355,0.02130000025,161,132,262,1
0.02431317493,2439.4,1.149549525,4.329,127.5366,168,461,331,1
0.5851550901,1497.285714,-0.0444492907,2.4018,17828.3238,,,,1
0.03940906098,1491.5,0.0180487169,1.687333333,0.02150000024,60,14,90,1
0,750.6666667,0,1.294,17828.324,83,73,,1
0.03160796538,2956.5,1.341600491,2.958,127.5368,199,145,255,1
0,1057,1.771490142,1.9065,0.02160000023,23,11,61,1
0.2485912497,1922,1.771490142,1.9065,0.02160000023,23,11,61,1
0.05158841441,948,0.6019554747,0.9535,0.02170000023,30,,,1
0.3473993312,1576,0.04557717364,3.212666667,17828.3242,1,105,22,1
0.03285531941,3631.5,0.844578823,3.612333333,127.537,243,490,152,1
0.143656314,1913.5,0,2.5695,17828.3244,149,96,2,1
0.09483552671,1837.666667,0.08343321348,1.831,0.02180000022,116,5,16,1
0.2386338517,1470,0.01756169526,2.411,0.02190000024,206,33,,1
0.01187995811,2863.4,0.8721274588,4.00175,127.5371,177,177,542,1
0.1853821275,1617.666667,-0.01645045195,2.453333333,17828.3245,106,290,87,1
0.1559199259,7107,0.09381523157,4.8265,0.02210000026,297,291,163,1
0.5539457809,1817.75,0.192531286,1.25,17828.3246,100,54,127,1
1.006205837,1242.5,-0.473547779,1.542666667,17828.3247,131,,,1
0.007605800074,1764.5,0,3.001,0.02230000025,385,717,324,1
0.05330148386,4427.333333,0.6435955339,4.20175,127.5372,924,680,835,1
0.0545598655,1970,0,1.957,0.02240000024,402,162,8,1
0,2214.75,0,2.967333333,17828.3249,390,294,105,1
0.04209397955,1875,1.295838102,2.92,127.5375,230,295,220,1
0.1941844857,951.6,0.02782073617,3.5045,17828.325,3,270,,1
0.0406670184,1863.2,0,1.907666667,0.02250000024,67,199,117,1
0.06892733194,3308.5,0.9480814578,3.464,127.5376,251,318,224,1
0.1517954172,1357.333333,0.06049176806,1.749,0.02270000026,31,75,,1
0.09554693815,1445.5,0.3468655279,2.386,0.02290000027,59,115,117,1
0.01297718444,4715,0.9469736959,4.522333333,127.5377,459,297,224,1
0,2558.5,0,2.77375,17828.3252,45,115,34,1
0.2110714361,1712,0.8175830547,1.88,0.02300000027,52,9,49,1
0.3590913558,2472,0.07057875031,3.963333333,17828.3253,85,3,4,1
0.01755914077,1750,1.240569984,3.522,127.5379,200,334,332,1
0.2675360108,2320,0.5365763229,2.610333333,0.02310000026,227,68,140,1
0,1381.5,0,1.444666667,0.02320000026,50,27,102,1
0,1945.2,-0.06967954245,2.536166667,17828.3255,52,826,156,1
0.06567197563,1852.4,1.119527227,2.1414,127.5382,144,575,168,1
0.005823457338,2161.375,-0.06967954245,3.36925,17828.3255,52,826,156,1
0,1523.333333,1.723701539,2.028666667,127.5384,188,436,119,1
0.1051770761,5954,0.5734720605,4.96275,0.02330000028,156,181,222,1
0.03062209335,1230.5,0.4721483648,1.606333333,0.0235000003,109,96,,1
0.02116552083,1474.2,0.937410596,3.229333333,127.5385,245,876,135,1
0.2995145055,3633.6,0.01229421766,8.1905,17828.3256,160,1,60,1
0,1143.5,0,1.439666667,0.02360000032,6,135,11,1
0.1093074843,2095,1.262916278,2.3245,0.02370000035,99,995,9,1
0.04079253104,2032.666667,0.8395584821,2.598,127.5387,158,228,185,1
0,1303.5,0.6100945869,1.2995,0.02390000036,90,,,1
0.04655024266,1389,0.03050916449,4.903,17828.3258,135,,,1
0.08306382348,1275,0,1.03325,0.02410000035,145,89,,1
0.01524014509,2105,1.291746321,2.593,127.5389,387,143,207,1
0,1569,0,1.6205,0.02420000035,506,46,,1
0.03548266452,1191,0.01286724698,1.182333333,0.02440000036,203,,,1
0,1341,0,1.5175,0.02450000036,31,213,,1
0.04164627407,1647,1.525029194,2.46075,127.5391,108,178,127,1
0.1765400638,3895.666667,0,4.104333333,17828.3259,22,105,177,1
0,763,1.915552585,1.253,0.02470000035,4,162,,1
0.03180679474,3265.666667,4.697216387,2.96925,127.5394,250,215,243,1
0.09402179678,1398.5,0.5663853851,1.917,0.02510000032,132,,,1
0.2189661133,1488.2,0.01550620446,2.908,17828.326,71,124,11,1
0.06433146801,1848.5,-0.04876168391,2.191,0.02530000031,170,47,,1
0,2344,2.288194444,1.295666667,0.02570000032,4,,,1
0.1135037236,1708,0,1.0094,0.02580000031,54,,,1
0.01449096842,3557.2,1.318768863,4.123,127.5395,1473,477,391,1
0.9625736219,1598.666667,-0.06062986969,2.388333333,17828.3262,101,91,127,1
0.01449096842,3081.166667,1.318768863,4.123,127.5395,1473,477,391,1
0.1271676001,1892,-0.00857146451,2.0985,0.02590000033,281,8,,1
0,1392.5,0,1.3975,0.02610000032,12,143,73,1
0.564150996,1184,0.01755963111,1.4075,17828.3264,3,67,153,1
0,1195.666667,0,1.56,0.02630000031,142,37,44,1
0.01427833579,986,0.01042252731,3.7415,17828.3265,141,20,96,1
0.03846051652,3694.666667,1.788831153,3.92225,127.5397,210,192,491,1
0.1605380063,1992,0,2.308,0.0265000003,99,21,60,1
0.03444239471,1291.833333,0,1.512333333,17828.3267,,,,1
0.0174972313,2399.5,0,2.094333333,0.02670000032,338,18,140,1
0.007452114759,1580.4,1.172523861,2.848333333,127.5398,344,222,197,1
0.1613421099,971.5,0.6200113379,1.6595,0.02690000033,59,98,,1
0.06682745853,1763.666667,0.6145620553,2.279666667,0.02700000033,11,170,52,1
0.01212233199,2013.6,1.034554937,3.84,127.54,195,225,236,1
0.09347171471,3506.5,0.06026777549,2.9935,17828.3268,3,88,126,1
0.03307845207,1764.333333,0.1327656039,2.309,0.02720000035,5,166,161,1
0.1698500606,1769,0.5766047987,1.9325,0.02730000034,6,90,123,1
0.03549505352,3105.666667,1.138506671,3.998666667,127.5401,179,519,260,1
0.8766329539,2127,0.1662533109,5.152,17828.327,307,647,161,1
0,965.3333333,2.175099206,1.8595,0.02750000033,72,85,107,1
0.006658721078,2581.5,0.8345766956,2.95,127.5403,156,195,330,1
