MouseSpeed,scrollSpeedAvg,averageTypingSpeed,averageTimeSpent,label
0.0,3.0625,0.032,0.0,0
0.0,3.78125,0.0285,0.0,0
0.0,3.538461538,0.029,0.0,0
0.0,3.602977667,0.029,0.0,0
0.0,3.78125,0.028,0.0,0
0.0,4.064516129,0.0285,0.0,0
0.0,3.814516129,0.0295,0.001,0
0.0,4.03125,0.0285,0.0,0
0.0,3.327731092,0.031,0.0,0
0.0,3.602977667,0.0295,0.001,0
0.0,3.814516129,0.029,0.0,0
0.0,3.357142857,0.0305,0.001,0
0.0,3.638461538,0.0285,0.0,0
0.0,3.421658986,0.0275,0.0,0
0.0,3.602977667,0.0285,0.0,0
0.0,3.814516129,0.0285,0.001,0
0.0,3.602977667,0.03,0.001,0
0.0,4.064516129,0.029,0.001,0
0.0,3.85,0.0285,0.0,0
0.0,3.676392573,0.028,0.001,0
0.0,3.538461538,0.0295,0.0,0
0.0,3.85,0.029,0.0,0
0.0,3.78125,0.029,0.001,0
0.0,3.85,0.0285,0.001,0
0.0,3.638461538,0.027,0.0,0
0.0,3.85,0.029,0.0,0
0.0,3.638461538,0.0285,0.0,0
0.0,3.337931034,0.028,0.0,0
0.0,3.3,0.0295,0.0,0
0.0,3.3,0.028,0.0,0
0.0,3.388392857,0.03,0.0,0
0.0,3.421658986,0.0295,0.0,0
0.0,3.0625,0.0325,0.0,0
0.0,3.457142857,0.028,0.0,0
0.0,4.03125,0.0295,0.0,0
0.0,3.814516129,0.029,0.001,0
0.0,3.78125,0.029,0.0,0
0.0,3.78125,0.029,0.001,0
0.0,3.814516129,0.029,0.0,0
0.0,3.264516129,0.029,0.0,0
0.0,3.814516129,0.028,0.0,0
0.0,3.814516129,0.0285,0.0,0
0.0,4.064516129,0.0285,0.0,0
0.0,3.602977667,0.028,0.0,0
0.0,3.85,0.028,0.0,0
0.0,3.538461538,0.0295,0.0,0
0.0,3.78125,0.029,0.001,0
0.0,3.638461538,0.029,0.001,0
0.0,3.85,0.028,0.0,0
0.0,4.1,0.028,0.0,0
0.0,4.064516129,0.029,0.0,0
0.0,3.264516129,0.029,0.001,0
0.0,3.3,0.029,0.0,0
0.0,3.78125,0.029,0.0,0
0.0,3.457142857,0.0285,0.0,0
0.0,3.814516129,0.029,0.001,0
0.0,3.78125,0.0285,0.0,0
0.0,3.814516129,0.029,0.0,0
0.0,3.75,0.03,0.0,0
0.0,3.676392573,0.029,0.001,0
0.0,3.602977667,0.029,0.0,0
0.0,3.127016129,0.03,0.0,0
0.0,3.78125,0.029,0.001,0
0.0,3.85,0.0285,0.0,0
0.0,3.569711538,0.0295,0.0,0
0.0,3.85,0.0275,0.001,0
0.0,3.78125,0.0295,0.0,0
0.0,3.814516129,0.0295,0.0,0
0.0,3.421658986,0.028,0.001,0
0.0,3.814516129,0.0285,0.001,0
0.0,3.638461538,0.0295,0.0,0
0.0,3.638461538,0.028,0.0,0
0.0,3.85,0.028,0.001,0
0.0,3.602977667,0.028,0.001,0
0.0,3.421658986,0.0285,0.0,0
0.0,3.85,0.029,0.0,0
0.0,4.064516129,0.028,0.0,0
0.0,3.814516129,0.0285,0.0,0
0.0,3.638461538,0.0305,0.001,0
0.0,4.0,0.0305,0.0,0
0.0,3.85,0.0285,0.0,0
0.0,3.676392573,0.029,0.0,0
0.0,3.928571429,0.029,0.0,0
0.0,3.602977667,0.0285,0.0,0
0.0,4.064516129,0.028,0.0,0
0.0,3.78125,0.0275,0.0,0
0.0,3.85,0.028,0.001,0
0.0,3.676392573,0.029,0.001,0
0.0,3.457142857,0.029,0.0,0
0.0,3.85,0.028,0.001,0
0.0,3.23125,0.031,0.0,0
0.0,3.091891892,0.034,0.0,0
0.0,3.85,0.029,0.0,0
0.0,3.569711538,0.03,0.0,0
0.0,3.033088235,0.033,0.001,0
0.0,4.03125,0.0285,0.002,0
0.0,3.85,0.028,0.0,0
0.0,4.064516129,0.029,0.0,0
0.0,3.814516129,0.029,0.0,0
0.0,3.814516129,0.028,0.0,0
0.0,3.85,0.0295,0.0,0
0.0,3.814516129,0.029,0.0,0
0.0,3.85,0.0285,0.0,0
0.0,3.814516129,0.0295,0.0,0
0.0,2.209821429,0.036,0.0,0
0.0,3.638461538,0.0295,0.001,0
0.0,2.736842105,0.0315,0.0,0
0.0,3.814516129,0.0285,0.001,0
0.0,4.064516129,0.0285,0.0,0
0.04261712547,0.2299012532,4.569333333,13796.2407,1
0.02122328959,0.004019795218,2.284833333,127.5254,1
0.004519125744,0.03756284737,2.1658,127.5255,1
0.0,0.0,1.8135,127.5257,1
0.4415306715,0.06113213,2.694,17828.315,1
0.06523494833,0.06113213,2.1511,17828.315,1
0.3842594211,0.0,5.322666667,17828.3154,1
0.06350420422,0.0,1.54575,17828.3155,1
0.070530551,0.0,1.56425,17828.3156,1
0.04356780716,0.0,2.071,17828.3158,1
0.01992866676,1.092839443,2.04025,127.5277,1
0.07321744906,0.0,2.0215,17828.3159,1
0.0,0.0,1.265666667,17828.3161,1
0.02427417718,0.8204595735,3.4042,127.5281,1
0.02355592896,1.057527429,3.4074,127.5282,1
0.0,0.0,1.311,17828.3162,1
0.4075223582,1.039303155,2.714833333,127.5289,1
0.05359140274,0.0,1.67025,17828.3164,1
0.02192614534,0.8319374772,2.112285714,127.529,1
0.04876094156,0.0,1.6195,17828.3165,1
0.02973582029,6.177246732,2.290333333,127.5292,1
0.06455216652,0.4867273337,1.5682,0.008100000024,1
0.03558723867,0.4867273337,1.5682,0.008100000024,1
0.03558723867,0.4867273337,1.5682,0.008100000024,1
0.03558723867,0.4867273337,1.5682,0.008100000024,1
0.03166353971,1.026743957,1.862833333,127.5294,1
0.01317676212,0.0,1.5434,17828.3168,1
0.01585281222,0.0,2.15775,0.008300000042,1
0.02381303161,0.0,2.4348,17828.3169,1
0.03234595099,1.003403529,1.8055,127.5295,1
0.03234595099,1.003403529,1.8055,127.5295,1
0.0325500791,1.41594045,2.094,0.008400000066,1
0.0337586396,0.0,6.3435,17828.3171,1
0.03114494857,1.515022924,3.969,0.008700000077,1
0.03808178137,0.5678745679,1.90475,127.5297,1
0.02235410504,0.0,1.625,0.008900000095,1
0.0,0.0,1.1704,17828.3173,1
0.04143731709,2.502814089,1.457666667,0.009100000113,1
0.01237118388,0.85645463,2.5985,127.53,1
0.03177021714,1.519995915,2.5305,0.009200000107,1
0.1238160019,0.0,1.869333333,17828.3175,1
0.01807185343,0.05485622107,2.37275,0.009400000095,1
0.03217426274,1.330154899,1.9214,127.5301,1
0.04893724091,0.1077942597,1.592333333,0.009500000089,1
0.03280338864,0.2400954873,2.3654,17828.3178,1
0.8871281962,0.1077942597,1.592333333,0.009500000089,1
0.02306923434,0.7789245167,2.219,127.5303,1
0.04735959006,-0.07794217734,1.68025,0.009600000113,1
0.04735959006,-0.07794217734,1.68025,0.009600000113,1
0.3441129891,0.4456976361,2.856333333,17828.3178,1
0.1172278906,0.6316820276,2.267,0.009800000131,1
0.03371447466,1.697916667,2.0685,0.009900000125,1
0.02419185352,0.7911988438,2.656833333,127.5305,1
0.06290867314,0.486618199,1.771,0.01000000012,1
0.03021192696,-0.01733277444,2.471,17828.3179,1
0.06205175451,2.419382123,2.198,0.01010000011,1
0.02034871506,1.022859283,2.102,0.01020000011,1
0.06363772779,0.03071744935,1.7875,0.01050000012,1
0.03557324624,0.5178713709,4.2212,17828.318,1
0.05960927812,0.0,1.8745,0.0108000001,1
0.07087297649,-0.0127775934,3.73,127.5307,1
0.2891844409,0.0,1.8295,0.0109000001,1
0.1875900073,0.2608999711,3.354333333,17828.3181,1
0.04191331227,0.6333692603,2.728,0.01100000009,1
0.03459928425,0.7331376628,1.589333333,0.01110000011,1
0.03122071754,-0.0442867924,2.548166667,127.5308,1
0.09529015171,0.0,2.6712,17828.3184,1
0.0,0.0,1.8485,0.01120000011,1
0.02017996848,0.5582034807,1.702666667,0.0114000001,1
0.498901865,0.04300467426,2.7315,17828.3185,1
0.0407368823,0.6492067481,2.3435,127.531,1
0.0,0.0,1.3635,0.0114000001,1
0.0,0.0,1.3635,0.0114000001,1
0.0,0.0,1.3635,0.0114000001,1
0.0,0.0,1.455,0.01150000012,1
0.04972902718,0.3155446476,2.3935,17828.3186,1
0.4866919397,0.0,1.228666667,0.01160000011,1
0.0239635464,0.850952238,2.449833333,127.5311,1
0.0,0.0,1.274,0.01200000012,1
0.5217763572,0.3155446476,2.94125,17828.3186,1
0.07030604296,0.0,1.672,0.01220000011,1
0.0,0.0,1.7855,0.01250000009,1
0.02017673509,-0.03391247727,2.16625,17828.3188,1
0.01459513887,0.7883651535,2.554333333,127.5313,1
0.07554887701,0.7741775468,2.6055,0.01270000011,1
0.07220635885,0.06270544131,1.419,17828.319,1
0.1192359388,-0.03189320124,1.922,0.0128000001,1
0.0,1.873270622,1.312666667,0.01310000011,1
0.02347647043,0.0,2.039,17828.3192,1
0.0,0.09385699765,2.156,0.01320000014,1
0.0005377748864,0.6624056345,2.716166667,127.5314,1
0.06300837975,2.122317538,2.175,0.01320000014,1
0.01949025487,-0.01912324463,2.74925,17828.3193,1
0.03182039239,-0.1814330856,1.333,0.01330000016,1
0.09960101769,0.0,1.389333333,0.01340000018,1
0.1028095457,0.09605709758,2.3896,17828.3194,1
0.05187461853,0.2131426174,2.37425,127.5316,1
0.02240922806,0.0,2.5376,17828.3195,1
0.04194162774,0.3377321636,2.5845,127.5318,1
0.06465230424,0.6448082517,1.525,0.01360000017,1
0.0,0.0,2.1518,17828.3197,1
0.03146530326,0.5392073614,1.635,0.01370000017,1
0.01863523995,0.0,2.0162,17828.3198,1
0.04422757234,0.5690915694,3.1985,127.532,1
0.06026808843,0.0,1.414666667,0.01390000018,1
0.07128301727,0.02402323307,2.278166667,17828.3198,1
0.02353862199,0.0,1.863,0.01420000017,1
0.034009524,0.4958532032,2.538333333,0.01440000018,1
0.01710428793,0.4876965133,1.961666667,17828.3199,1
0.04723801941,0.7370294624,2.8948,127.5322,1
0.03511224091,0.2968906299,2.847666667,17828.32,1
0.003409797619,0.4340381659,2.019,0.01450000018,1
0.1024707331,0.3985972669,1.965333333,0.0147000002,1
0.02999474153,0.3122508031,2.771285714,127.5323,1
0.1724848626,0.7379419708,2.6,0.01490000018,1
0.02983534698,0.9369971694,3.2275,0.01500000018,1
0.07013869676,0.2968906299,2.512166667,17828.32,1
0.1231688454,-0.1524649915,2.5675,0.0152000002,1
0.02169391847,0.797996704,2.90175,127.5325,1
0.0747180345,-0.1524649915,2.5675,0.0152000002,1
0.0,2.104620552,1.4315,0.01530000022,1
0.08554233746,-0.0204572755,2.1078,17828.3202,1
0.110627675,0.5813729813,2.0,0.01550000021,1
0.1070621087,1.189632008,2.322666667,127.5326,1
0.02117086171,0.0,1.851,17828.3203,1
0.01971955988,1.071222075,2.102,127.5328,1
0.050603458,0.4305015403,3.79525,0.01560000023,1
0.02157962883,0.8959511008,2.786,127.5329,1
0.0256047702,0.0,2.12175,0.01590000024,1
0.08464189903,-0.01084071086,3.40125,17828.3204,1
0.03925915173,0.643286662,3.3325,127.5331,1
0.04491888145,0.001405891072,3.4715,0.01610000023,1
0.06908934156,0.0,5.62925,17828.3206,1
0.08353596279,-0.0456717391,2.0045,0.01650000024,1
0.03251476681,0.4974523953,3.2365,127.5333,1
0.06086938866,0.2070783409,3.14825,17828.3207,1
0.0,0.0,2.389,0.01670000023,1
0.01541001027,3.00243984,3.04875,127.5335,1
0.01250228604,-0.02877199189,2.712333333,0.01680000022,1
0.2627348566,0.008257013841,14.691,17828.3208,1
0.702785088,-0.02877199189,2.712333333,0.01680000022,1
0.08716666664,0.0,2.09,0.01690000021,1
0.4223526829,-0.01627797223,5.315,17828.3209,1
0.05301738829,0.4051273017,1.390333333,0.0171000002,1
0.0,1.312055933,1.688,0.01730000022,1
0.01725488912,0.7048999868,2.824714286,127.5337,1
0.02236081724,0.002962684707,3.1065,0.01740000021,1
0.420713286,0.5629399224,3.2794,17828.3209,1
0.1105065908,0.0,2.4845,0.01760000023,1
0.2124214121,0.6221376482,3.43475,17828.3211,1
0.08204748092,0.7610634205,2.111666667,0.01780000022,1
0.04788553846,0.4876666825,4.97225,127.534,1
0.03372555608,0.7949227061,3.0925,0.01790000021,1
0.08397774159,0.7949227061,3.0925,0.01790000021,1
0.07934457956,1.101064019,3.641333333,127.5341,1
0.1313684231,0.5300563978,3.6635,0.01800000021,1
0.02953340858,1.058179388,3.475666667,127.5343,1
0.09927507009,0.3836607473,4.2345,0.01820000023,1
0.02718345551,0.6998135554,3.26125,127.5344,1
0.1417248858,0.0005966587112,2.99,0.01830000022,1
0.2364235295,-0.04988990484,2.47875,17828.3215,1
0.08892213991,0.7249717172,3.054,0.01850000021,1
0.04420280344,0.5299597572,3.97925,127.5345,1
0.02629330245,0.4658005564,2.576,0.01870000023,1
0.2842657824,0.02891813137,2.953666667,17828.3217,1
0.04085567516,0.4658005564,2.576,0.01870000023,1
0.09032875711,0.0,2.485,0.01880000022,1
0.09032875711,0.0,2.485,0.01880000022,1
0.1833271108,0.04386965353,4.541666667,17828.3219,1
0.03831749813,1.602124183,3.7815,0.01890000021,1
0.04254867968,0.02842727115,1.9852,127.5346,1
0.01062322946,0.8867344958,4.188666667,17828.3221,1
0.04546257212,0.2743338237,2.7182,0.0191000002,1
0.002302768325,0.6319276999,2.707666667,127.5347,1
0.002792129442,0.6319276999,2.707666667,127.5347,1
0.03895987714,0.2653237761,1.752,0.0192000002,1
0.08060058011,-0.01942757087,4.978666667,17828.3222,1
0.0005810575247,0.2653237761,1.752,0.0192000002,1
0.03613220597,3.878460208,2.354833333,127.5349,1
0.1025592538,0.4028941695,2.323,0.01930000019,1
0.1354471107,0.2543955807,4.339666667,17828.3224,1
0.02766563382,1.508533715,2.488,127.5351,1
0.1760795054,0.4024534399,3.442,0.01940000018,1
0.01623573327,-0.2085992672,2.548,0.0196000002,1
0.02281142136,5.436887255,2.25625,127.5353,1
0.7219470583,-0.1614929979,2.9075,17828.3225,1
0.1896956889,0.09738728496,2.5105,0.01970000023,1
0.07579891449,0.0,2.913666667,127.5356,1
0.006609712609,0.09738728496,2.5105,0.01970000023,1
0.1126996676,0.0,1.7735,0.01990000021,1
0.9732110593,0.139898886,6.458,17828.3227,1
0.1566651159,2.218259804,2.415,0.02000000024,1
0.02965325014,1.183368976,3.027333333,127.5358,1
0.1366308257,0.5673687107,1.7775,0.02020000026,1
0.3014647139,0.6144912523,3.825,17828.3229,1
0.3317271411,0.03138401233,2.1145,0.02030000025,1
0.01038986781,0.03138401233,2.1145,0.02030000025,1
0.6735513128,-0.090729282,4.5315,17828.3231,1
0.09740812105,0.4636089405,4.032333333,127.536,1
0.0507477564,0.4348579759,2.6125,0.02040000024,1
0.01912701349,0.4348579759,2.6125,0.02040000024,1
0.01912701349,0.4348579759,2.6125,0.02040000024,1
0.1134940956,0.0005356760231,2.329,0.02040000024,1
0.07109555385,0.7024094221,2.9405,127.5361,1
0.2742227824,-0.1618707657,3.5085,17828.3232,1
0.08456317987,0.293881478,5.4115,0.02060000023,1
0.08456317987,0.293881478,5.4115,0.02060000023,1
0.04245819838,1.589607129,3.4575,127.5362,1
0.159103688,0.09382431629,1.947,0.02080000025,1
0.4223222854,0.04599220744,4.403,17828.3234,1
0.02296287517,0.979870734,3.413,127.5363,1
0.001987038856,0.6082896795,1.921666667,0.02100000027,1
0.1218048024,-0.006582080235,2.8216,17828.3235,1
0.1121270906,1.28884076,2.948,127.5365,1
0.08253134961,0.01347168998,1.8155,0.02120000026,1
0.4224563879,-0.002214456602,4.394333333,17828.3237,1
0.2597109912,0.0,2.0355,0.02130000025,1
0.8476462172,0.0,2.0355,0.02130000025,1
0.02431317493,1.149549525,4.329,127.5366,1
0.5851550901,-0.0444492907,2.4018,17828.3238,1
0.03940906098,0.0180487169,1.687333333,0.02150000024,1
0.0,0.0,1.294,17828.324,1
0.03160796538,1.341600491,2.958,127.5368,1
0.0,1.771490142,1.9065,0.02160000023,1
0.2485912497,1.771490142,1.9065,0.02160000023,1
0.05158841441,0.6019554747,0.9535,0.02170000023,1
0.3473993312,0.04557717364,3.212666667,17828.3242,1
0.03285531941,0.844578823,3.612333333,127.537,1
0.143656314,0.0,2.5695,17828.3244,1
0.09483552671,0.08343321348,1.831,0.02180000022,1
0.2386338517,0.01756169526,2.411,0.02190000024,1
0.01187995811,0.8721274588,4.00175,127.5371,1
0.1853821275,-0.01645045195,2.453333333,17828.3245,1
0.1559199259,0.09381523157,4.8265,0.02210000026,1
0.5539457809,0.192531286,1.25,17828.3246,1
1.006205837,-0.473547779,1.542666667,17828.3247,1
0.007605800074,0.0,3.001,0.02230000025,1
0.05330148386,0.6435955339,4.20175,127.5372,1
0.0545598655,0.0,1.957,0.02240000024,1
0.0,0.0,2.967333333,17828.3249,1
0.04209397955,1.295838102,2.92,127.5375,1
0.1941844857,0.02782073617,3.5045,17828.325,1
0.0406670184,0.0,1.907666667,0.02250000024,1
0.06892733194,0.9480814578,3.464,127.5376,1
0.1517954172,0.06049176806,1.749,0.02270000026,1
0.09554693815,0.3468655279,2.386,0.02290000027,1
0.01297718444,0.9469736959,4.522333333,127.5377,1
0.0,0.0,2.77375,17828.3252,1
0.2110714361,0.8175830547,1.88,0.02300000027,1
0.3590913558,0.07057875031,3.963333333,17828.3253,1
0.01755914077,1.240569984,3.522,127.5379,1
0.2675360108,0.5365763229,2.610333333,0.02310000026,1
0.0,0.0,1.444666667,0.02320000026,1
0.0,-0.06967954245,2.536166667,17828.3255,1
0.06567197563,1.119527227,2.1414,127.5382,1
0.005823457338,-0.06967954245,3.36925,17828.3255,1
0.0,1.723701539,2.028666667,127.5384,1
0.1051770761,0.5734720605,4.96275,0.02330000028,1
0.03062209335,0.4721483648,1.606333333,0.0235000003,1
0.02116552083,0.937410596,3.229333333,127.5385,1
0.2995145055,0.01229421766,8.1905,17828.3256,1
0.0,0.0,1.439666667,0.02360000032,1
0.1093074843,1.262916278,2.3245,0.02370000035,1
0.04079253104,0.8395584821,2.598,127.5387,1
0.0,0.6100945869,1.2995,0.02390000036,1
0.04655024266,0.03050916449,4.903,17828.3258,1
0.08306382348,0.0,1.03325,0.02410000035,1
0.01524014509,1.291746321,2.593,127.5389,1
0.0,0.0,1.6205,0.02420000035,1
0.03548266452,0.01286724698,1.182333333,0.02440000036,1
0.0,0.0,1.5175,0.02450000036,1
0.04164627407,1.525029194,2.46075,127.5391,1
0.1765400638,0.0,4.104333333,17828.3259,1
0.0,1.915552585,1.253,0.02470000035,1
0.03180679474,4.697216387,2.96925,127.5394,1
0.09402179678,0.5663853851,1.917,0.02510000032,1
0.2189661133,0.01550620446,2.908,17828.326,1
0.06433146801,-0.04876168391,2.191,0.02530000031,1
0.0,2.288194444,1.295666667,0.02570000032,1
0.1135037236,0.0,1.0094,0.02580000031,1
0.01449096842,1.318768863,4.123,127.5395,1
0.9625736219,-0.06062986969,2.388333333,17828.3262,1
0.01449096842,1.318768863,4.123,127.5395,1
0.1271676001,-0.00857146451,2.0985,0.02590000033,1
0.0,0.0,1.3975,0.02610000032,1
0.564150996,0.01755963111,1.4075,17828.3264,1
0.0,0.0,1.56,0.02630000031,1
0.01427833579,0.01042252731,3.7415,17828.3265,1
0.03846051652,1.788831153,3.92225,127.5397,1
0.1605380063,0.0,2.308,0.0265000003,1
0.03444239471,0.0,1.512333333,17828.3267,1
0.0174972313,0.0,2.094333333,0.02670000032,1
0.007452114759,1.172523861,2.848333333,127.5398,1
0.1613421099,0.6200113379,1.6595,0.02690000033,1
0.06682745853,0.6145620553,2.279666667,0.02700000033,1
